event_id,tournament_title,event_date,purse,city,Yards,par,golf_course,start_date,end_date,is_major,latitude,longitude
33,The INTERNATIONAL Presented by Qwest,"August 2 - 5, 2001",4000000.0,"Castle Rock, CO",7619.0,72.0,Castle Pines,2001-08-02,2001-08-05,0.0,39.3722552,-104.858682
34,Buick Open,"August 9 - 12, 2001",3100000.0,"Grand Blanc, MI",,72.0,Warwick Hills Golf & Country Club,2001-08-09,2001-08-12,0.0,42.9275277,-83.6299518
35,PGA Championship,"August 16 - 19, 2001",5200000.0,,,70.0,,2001-08-16,2001-08-19,1.0,,
36,WGC-NEC Invitational,"August 23 - 26, 2001",5000000.0,"Akron, OH",,,Firestone CC (South Course),2001-08-23,2001-08-26,0.0,41.083064,-81.518485
37,Reno-Tahoe Open,"August 23 - 26, 2001",3000000.0,"Reno, NV",,72.0,Montreux G&CC,2001-08-23,2001-08-26,0.0,39.5261206,-119.8126581
38,Air Canada Championship,"Aug 30 - September 2, 2001",3400000.0,,,71.0,,2001-08-30,2001-09-02,0.0,,
39,Bell Canadian Open,"September 6 - 9, 2001",3800000.0,"Montreal, PQ",7153.0,70.0,The Royal Montreal Golf Club,2001-09-06,2001-09-09,0.0,-22.34740595,-46.93981316212485
40,WGC-American Express Championship,"September 13 - 16, 2001",5000000.0,,,,,2001-09-13,2001-09-16,0.0,,
41,Tampa Bay Classic presented by Buick,"September 13 - 16, 2001",2500000.0,"Palm Harbor, FL",,,Innisbrook Resort (Copperhead Course),2001-09-13,2001-09-16,0.0,28.0856815,-82.75690699742961
42,Marconi Pennsylvania Classic,"September 20 - 23, 2001",3300000.0,,,72.0,,2001-09-20,2001-09-23,0.0,,
43,Texas Open at LaCantera,"September 27 - 30, 2001",3000000.0,"San Antonio, TX",,70.0,LaCantera GC,2001-09-27,2001-09-30,0.0,29.4246002,-98.4951405
44,Michelob Championship at Kingsmill,"October 4 - 7, 2001",3500000.0,,,71.0,,2001-10-04,2001-10-07,0.0,,
45,Invensys Classic at Las Vegas,"October 10 - 14, 2001",4500000.0,,7247.0,72.0,,2001-10-10,2001-10-14,0.0,,
46,National Car Rental Golf Classic Disney,"October 18 - 21, 2001",3400000.0,,,72.0,,2001-10-18,2001-10-21,0.0,,
47,Buick Challenge,"October 25 - 28, 2001",3400000.0,,,73.0,,2001-10-25,2001-10-28,0.0,,
48,THE TOUR Championship,"November 1 - 4, 2001",5000000.0,,,72.0,,2001-11-01,2001-11-04,0.0,,
49,Southern Farm Bureau Classic,"November 1 - 4, 2001",2400000.0,"Madison, MS",,72.0,Annandale GC,2001-11-01,2001-11-04,0.0,32.6308318,-90.0040817
50,PGA Championship,"August 15 - 18, 2002",5500000.0,,,72.0,,2002-08-15,2002-08-18,1.0,,
51,WGC-NEC Invitational,"August 22 - 25, 2002",5500000.0,,,70.0,,2002-08-22,2002-08-25,0.0,,
52,Reno-Tahoe Open,"August 22 - 25, 2002",3000000.0,"Reno, NV",,73.0,Montreux G&CC,2002-08-22,2002-08-25,0.0,39.5261206,-119.8126581
53,Air Canada Championship,"Aug 29 - September 1, 2002",3500000.0,,,71.0,,2002-08-29,2002-09-01,0.0,,
54,Bell Canadian Open,"September 5 - 8, 2002",4000000.0,,,73.0,,2002-09-05,2002-09-08,0.0,,
55,SEI Pennsylvania Classic,"September 12 - 15, 2002",3300000.0,,,71.0,,2002-09-12,2002-09-15,0.0,,
56,WGC-American Express Championship,"September 19 - 22, 2002",5500000.0,,,72.0,,2002-09-19,2002-09-22,0.0,,
57,Tampa Bay Classic presented by Buick,"September 19 - 22, 2002",2600000.0,"Palm Harbor, FL",,71.0,Innisbrook Resort (Copperhead Course),2002-09-19,2002-09-22,0.0,28.0856815,-82.75690699742961
58,Valero Texas Open,"September 26 - 29, 2002",3500000.0,"San Antonio, TX",,70.0,LaCantera GC,2002-09-26,2002-09-29,0.0,29.4246002,-98.4951405
59,Michelob Championship at Kingsmill,"October 3 - 6, 2002",3700000.0,,,71.0,,2002-10-03,2002-10-06,0.0,,
60,Invensys Classic at Las Vegas,"October 9 - 13, 2002",5000000.0,,7247.0,72.0,,2002-10-09,2002-10-13,0.0,,
61,Disney Golf Classic,"October 17 - 20, 2002",3700000.0,,,72.0,,2002-10-17,2002-10-20,0.0,,
62,Buick Challenge,"October 24 - 27, 2002",3700000.0,,,72.0,,2002-10-24,2002-10-27,0.0,,
63,THE TOUR Championship presented by Coca-Cola,"Oct 31 - November 3, 2002",5000000.0,"Atlanta, GA",,70.0,East Lake Golf Club,2002-10-31,2002-11-03,0.0,33.7489924,-84.3902644
64,Southern Farm Bureau Classic,"Oct 31 - November 3, 2002",2600000.0,"Madison, MS",,,Annandale GC,2002-10-31,2002-11-03,0.0,32.6308318,-90.0040817
65,Mercedes Championships,"January 3 - 6, 2002",4000000.0,"Kapalua, HI",7411.0,73.0,Kapalua Resort (Plantation Course),2002-01-03,2002-01-06,0.0,20.99490395,-156.6562339558182
66,Sony Open in Hawaii,"January 10 - 13, 2002",4000000.0,"Honolulu, HI",7044.0,70.0,Waialae Country Club,2002-01-10,2002-01-13,0.0,21.304547,-157.855676
67,Bob Hope Chrysler Classic,"January 16 - 20, 2002",4000000.0,,6997.0,71.0,,2002-01-16,2002-01-20,0.0,,
68,Phoenix Open,"January 24 - 27, 2002",4000000.0,"Scottsdale, AZ",,71.0,TPC Scottsdale (Stadium Course),2002-01-24,2002-01-27,0.0,33.4942189,-111.926018
69,AT&T Pebble Beach National Pro-Am,"Jan 31 - February 3, 2002",4000000.0,,6822.0,72.0,,2002-01-31,2002-02-03,0.0,,
70,Buick Invitational,"February 7 - 10, 2002",3600000.0,,,72.0,,2002-02-07,2002-02-10,0.0,,
71,Nissan Open,"February 14 - 17, 2002",3700000.0,"Pacific Palisades, CA",,71.0,Riviera Country Club,2002-02-14,2002-02-17,0.0,34.0480643,-118.5264706
72,WGC-Accenture Match Play Championship,"February 24, 2002",5500000.0,"Carlsbad, CA",7247.0,72.0,La Costa South Course,,,0.0,33.1580933,-117.3505966
73,Touchstone Energy Tucson Open,"February 21 - 24, 2002",3000000.0,"Tucson, AZ",7213.0,72.0,Omni Tucson National Golf Resort and Spa,2002-02-21,2002-02-24,0.0,32.2228765,-110.974847
74,Genuity Championship,"Feb 28 - March 3, 2002",4700000.0,"Doral, FL",,72.0,Trump National Doral Golf Course,2002-02-28,2002-03-03,0.0,25.8195424,-80.3553302
75,The Honda Classic,"March 7 - 10, 2002",3500000.0,,,72.0,,2002-03-07,2002-03-10,0.0,,
76,Bay Hill Invitational presented by Cooper Tires,"March 14 - 17, 2002",4000000.0,"Orlando, FL",,72.0,Arnold Palmer's Bay Hill Club & Lodge,2002-03-14,2002-03-17,0.0,28.5421109,-81.3790304
77,THE PLAYERS Championship,"March 21 - 24, 2002",6000000.0,"Ponte Vedra Beach, FL",,72.0,TPC Sawgrass (THE PLAYERS Stadium Course),2002-03-21,2002-03-24,0.0,30.2274645,-81.3800824
78,Shell Houston Open,"March 28 - 31, 2002",4000000.0,,,72.0,,2002-03-28,2002-03-31,0.0,,
79,BellSouth Classic,"April 4 - 7, 2002",3800000.0,"Duluth, GA",7311.0,72.0,TPC Sugarloaf,2002-04-04,2002-04-07,0.0,34.0028569,-84.1441046
80,The Masters,"April 11 - 14, 2002",5600000.0,"Augusta, GA",,72.0,Augusta National Golf Club,2002-04-11,2002-04-14,1.0,33.4709714,-81.9748429
81,WORLDCOM CLASSIC - The Heritage of Golf,"April 18 - 21, 2002",4000000.0,"Hilton Head Island, SC",,71.0,Harbour Town Golf Links,2002-04-18,2002-04-21,0.0,32.1618488,-80.7512616
82,Greater Greensboro Chrysler Classic,"April 25 - 28, 2002",3800000.0,"Greensboro, NC",7311.0,72.0,Forest Oaks,2002-04-25,2002-04-28,0.0,36.0726355,-79.7919754
83,Compaq Classic of New Orleans,"May 2 - 5, 2002",4500000.0,"New Orleans, LA",7078.0,72.0,English Turn,2002-05-02,2002-05-05,0.0,29.9759983,-90.0782127
84,Verizon Byron Nelson Classic,"May 9 - 12, 2002",4800000.0,,6847.0,70.0,,2002-05-09,2002-05-12,0.0,,
85,MasterCard Colonial,"May 16 - 19, 2002",4300000.0,"Fort Worth, TX",,70.0,Colonial Country Club,2002-05-16,2002-05-19,0.0,32.753177,-97.3327459
86,Memorial Tournament,"May 23 - 26, 2002",4500000.0,"Dublin, OH",,72.0,Muirfield Village Golf Club,2002-05-23,2002-05-26,0.0,40.0996009,-83.1135563
87,Kemper Insurance Open,"May 30 - June 2, 2002",3600000.0,"Potomac, MD",7005.0,71.0,TPC Potomac at Avenel Farm,2002-05-30,2002-06-02,0.0,39.0180508,-77.1956331355745
88,Buick Classic,"June 6 - 9, 2002",3500000.0,"Harrison, NY",6839.0,71.0,Westchester CC,2002-06-06,2002-06-09,0.0,40.9689871,-73.71263
89,U.S. Open,"June 13 - 16, 2002",5500000.0,,,70.0,,2002-06-13,2002-06-16,1.0,,
90,Canon Greater Hartford Open,"June 20 - 23, 2002",4000000.0,"Cromwell, CT",,70.0,TPC River Highlands,2002-06-20,2002-06-23,0.0,41.5949942,-72.6455665
91,FedEx St. Jude Classic,"June 27 - 30, 2002",3800000.0,"Memphis, TN",,71.0,TPC Southwind,2002-06-27,2002-06-30,0.0,35.1460249,-90.0517638
92,Advil Western Open,"July 4 - 7, 2002",4000000.0,"Lemont, IL",,72.0,Cog Hill G&CC,2002-07-04,2002-07-07,0.0,41.6737149,-88.0016263
93,Greater Milwaukee Open,"July 11 - 14, 2002",3100000.0,"Milwaukee, WI",,71.0,Brown Deer Park GC,2002-07-11,2002-07-14,0.0,43.0386475,-87.9090751
94,British Open Championship,"July 18 - 21, 2002",5878344.0,,,71.0,,2002-07-18,2002-07-21,0.0,,
95,B.C. Open,"July 18 - 21, 2002",2100000.0,"Endicott, NY",6974.0,72.0,En Joie GC,2002-07-18,2002-07-21,0.0,42.098408,-76.0493684
96,John Deere Classic,"July 25 - 28, 2002",3000000.0,"Silvis, IL",,71.0,TPC Deere Run,2002-07-25,2002-07-28,0.0,41.5122561,-90.4151301
97,The INTERNATIONAL Presented by Qwest,"August 1 - 4, 2002",4500000.0,"Castle Rock, CO",7619.0,72.0,Castle Pines,2002-08-01,2002-08-04,0.0,39.3722552,-104.858682
98,Buick Open,"August 8 - 11, 2002",3300000.0,"Grand Blanc, MI",,72.0,Warwick Hills Golf & Country Club,2002-08-08,2002-08-11,0.0,42.9275277,-83.6299518
99,PGA Championship,"August 14 - 17, 2003",6000000.0,,,70.0,,2003-08-14,2003-08-17,1.0,,
100,WGC-NEC Invitational,"August 21 - 24, 2003",6000000.0,"Akron, OH",,70.0,Firestone CC (South Course),2003-08-21,2003-08-24,0.0,41.083064,-81.518485
101,Reno Tahoe Open,"August 21 - 24, 2003",3000000.0,"Reno, NV",,72.0,Montreux G&CC,2003-08-21,2003-08-24,0.0,39.5261206,-119.8126581
102,Bell Canadian Open,"September 4 - 7, 2003",4200000.0,"Hamilton, ON",6946.0,70.0,Hamilton Golf & Country Club,2003-09-04,2003-09-07,0.0,43.2560802,-79.8728583
103,John Deere Classic,"September 11 - 14, 2003",3500000.0,"Silvis, IL",,71.0,TPC Deere Run,2003-09-11,2003-09-14,0.0,41.5122561,-90.4151301
104,84 Lumber Classic of Pennsylvania,"September 18 - 21, 2003",4000000.0,"Farmington, PA",7516.0,72.0,Nemacolin Mystic Rock Course,2003-09-18,2003-09-21,0.0,39.8071471,-79.5655338
105,Valero Texas Open,"September 25 - 28, 2003",3500000.0,"San Antonio, TX",,70.0,LaCantera GC,2003-09-25,2003-09-28,0.0,29.4246002,-98.4951405
106,WGC-American Express Championship,"October 2 - 5, 2003",6000000.0,,,70.0,,2003-10-02,2003-10-05,0.0,,
107,Southern Farm Bureau Classic,"October 2 - 5, 2003",3000000.0,"Madison, MS",,72.0,Annandale GC,2003-10-02,2003-10-05,0.0,32.6308318,-90.0040817
108,Las Vegas Invitational,"October 8 - 12, 2003",4000000.0,,7247.0,72.0,,2003-10-08,2003-10-12,0.0,,
109,Chrysler Classic of Greensboro,"October 16 - 19, 2003",4500000.0,"Greensboro, NC",7311.0,72.0,Forest Oaks,2003-10-16,2003-10-19,0.0,36.0726355,-79.7919754
110,FUNAI Classic at the WALT DISNEY WORLD Resort,"October 23 - 26, 2003",4000000.0,,,72.0,,2003-10-23,2003-10-26,0.0,,
111,Chrysler Championship,"Oct 30 - November 2, 2003",4800000.0,"Palm Harbor, FL",,71.0,Innisbrook Resort (Copperhead Course),2003-10-30,2003-11-02,0.0,28.0856815,-82.75690699742961
112,THE TOUR Championship presented by Coca-Cola,"November 6 - 9, 2003",6000000.0,,,71.0,,2003-11-06,2003-11-09,0.0,,
113,WGC-Accenture Match Play Championship,"Feb 27 - March 2, 2003",6000000.0,"Carlsbad, CA",7247.0,72.0,La Costa South Course,2003-02-27,2003-03-02,0.0,33.1580933,-117.3505966
114,Mercedes Championships,"January 9 - 12, 2003",5000000.0,"Kapalua, HI",7411.0,73.0,Kapalua Resort (Plantation Course),2003-01-09,2003-01-12,0.0,20.99490395,-156.6562339558182
115,Sony Open in Hawaii,"January 16 - 19, 2003",4500000.0,"Honolulu, HI",7044.0,70.0,Waialae Country Club,2003-01-16,2003-01-19,0.0,21.304547,-157.855676
116,Phoenix Open,"January 23 - 26, 2003",4000000.0,"Scottsdale, AZ",,71.0,TPC Scottsdale (Stadium Course),2003-01-23,2003-01-26,0.0,33.4942189,-111.926018
117,Bob Hope Chrysler Classic,"Jan 29 - February 2, 2003",4500000.0,,6997.0,71.0,,2003-01-29,2003-02-02,0.0,,
118,AT&T Pebble Beach National Pro-Am,"February 6 - 9, 2003",5000000.0,,6822.0,72.0,,2003-02-06,2003-02-09,0.0,,
119,Buick Invitational,"February 13 - 16, 2003",4500000.0,,,72.0,,2003-02-13,2003-02-16,0.0,,
120,Nissan Open,"February 20 - 23, 2003",4500000.0,"Pacific Palisades, CA",,73.0,Riviera Country Club,2003-02-20,2003-02-23,0.0,34.0480643,-118.5264706
121,Chrysler Classic of Tucson,"Feb 27 - March 2, 2003",3000000.0,"Tucson, AZ",7213.0,72.0,Omni Tucson National Golf Resort and Spa,2003-02-27,2003-03-02,0.0,32.2228765,-110.974847
122,Ford Championship at Doral,"March 6 - 9, 2003",5000000.0,"Doral, FL",,,Trump National Doral Golf Course,2003-03-06,2003-03-09,0.0,25.8195424,-80.3553302
123,The Honda Classic,"March 13 - 16, 2003",5000000.0,,,72.0,,2003-03-13,2003-03-16,0.0,,
124,Bay Hill Invitational presented by Cooper Tires,"March 20 - 23, 2003",4500000.0,"Orlando, FL",,72.0,Arnold Palmer's Bay Hill Club & Lodge,2003-03-20,2003-03-23,0.0,28.5421109,-81.3790304
125,THE PLAYERS Championship,"March 27 - 30, 2003",6500000.0,"Ponte Vedra Beach, FL",,72.0,TPC Sawgrass (THE PLAYERS Stadium Course),2003-03-27,2003-03-30,0.0,30.2274645,-81.3800824
126,BellSouth Classic,"April 3 - 6, 2003",4000000.0,"Duluth, GA",7311.0,72.0,TPC Sugarloaf,2003-04-03,2003-04-06,0.0,34.0028569,-84.1441046
127,The Masters,"April 10 - 13, 2003",6000000.0,"Augusta, GA",,73.0,Augusta National Golf Club,2003-04-10,2003-04-13,1.0,33.4709714,-81.9748429
128,MCI Heritage,"April 17 - 20, 2003",4500000.0,"Hilton Head Island, SC",,,Harbour Town Golf Links,2003-04-17,2003-04-20,0.0,32.1618488,-80.7512616
129,Shell Houston Open,"April 24 - 27, 2003",4500000.0,,,72.0,,2003-04-24,2003-04-27,0.0,,
130,HP Classic of New Orleans,"May 1 - 4, 2003",5000000.0,"New Orleans, LA",7078.0,72.0,English Turn,2003-05-01,2003-05-04,0.0,29.9759983,-90.0782127
131,Wachovia Championship,"May 8 - 11, 2003",5600000.0,"Charlotte, NC",,72.0,Quail Hollow Club,2003-05-08,2003-05-11,0.0,35.2272086,-80.8430827
132,EDS Byron Nelson Championship,"May 15 - 18, 2003",5600000.0,,6847.0,70.0,,2003-05-15,2003-05-18,0.0,,
133,Bank of America Colonial,"May 22 - 25, 2003",5000000.0,"Fort Worth, TX",,70.0,Colonial Country Club,2003-05-22,2003-05-25,0.0,32.753177,-97.3327459
134,the Memorial Tournament,"May 29 - June 1, 2003",5000000.0,"Dublin, OH",,72.0,Muirfield Village Golf Club,2003-05-29,2003-06-01,0.0,40.0996009,-83.1135563
135,FBR Capital Open,"June 5 - 8, 2003",4500000.0,"Potomac, MD",7005.0,71.0,TPC Potomac at Avenel Farm,2003-06-05,2003-06-08,0.0,39.0180508,-77.1956331355745
136,U.S. Open,"June 12 - 15, 2003",6000000.0,,,70.0,,2003-06-12,2003-06-15,1.0,,
137,Buick Classic,"June 19 - 22, 2003",5000000.0,"Harrison, NY",6839.0,71.0,Westchester CC,2003-06-19,2003-06-22,0.0,40.9689871,-73.71263
138,FedEx St. Jude Classic,"June 26 - 29, 2003",4500000.0,"Memphis, TN",,71.0,TPC Southwind,2003-06-26,2003-06-29,0.0,35.1460249,-90.0517638
139,100th Western Open presented by Golf Digest,"July 3 - 6, 2003",4500000.0,"Lemont, IL",,72.0,Cog Hill G&CC,2003-07-03,2003-07-06,0.0,41.6737149,-88.0016263
140,Greater Milwaukee Open,"July 10 - 13, 2003",3500000.0,"Milwaukee, WI",,70.0,Brown Deer Park GC,2003-07-10,2003-07-13,0.0,43.0386475,-87.9090751
141,Deutsche Bank Championship,"Aug 29 - September 1, 2003",5000000.0,"Norton, MA",7145.0,71.0,TPC Boston,2003-08-29,2003-09-01,0.0,41.9667666,-71.1869939
142,British Open Championship,"July 17 - 20, 2003",5883110.0,"Edison, NJ",7145.0,71.0,Plainfield CC,2003-07-17,2003-07-20,0.0,40.518157,-74.4113926
143,B.C. Open,"July 17 - 20, 2003",3000000.0,"Endicott, NY",6974.0,72.0,En Joie GC,2003-07-17,2003-07-20,0.0,42.098408,-76.0493684
144,Greater Hartford Open,"July 24 - 27, 2003",4000000.0,"Cromwell, CT",,70.0,TPC River Highlands,2003-07-24,2003-07-27,0.0,41.5949942,-72.6455665
145,Buick Open,"Jul 31 - August 3, 2003",4000000.0,"Grand Blanc, MI",,72.0,Warwick Hills Golf & Country Club,2003-07-31,2003-08-03,0.0,42.9275277,-83.6299518
146,The INTERNATIONAL,"August 7 - 10, 2003",5000000.0,"Castle Rock, CO",7619.0,72.0,Castle Pines,2003-08-07,2003-08-10,0.0,39.3722552,-104.858682
147,Mercedes Championships,"January 8 - 11, 2004",5300000.0,"Kapalua, HI",7411.0,73.0,Kapalua Resort (Plantation Course),2004-01-08,2004-01-11,0.0,20.99490395,-156.6562339558182
148,Chrysler Classic of Tucson,"February 26 - 29, 2004",3000000.0,"Tucson, AZ",7213.0,72.0,Omni Tucson National Golf Resort and Spa,2004-02-26,2004-02-29,0.0,32.2228765,-110.974847
149,Bob Hope Chrysler Classic,"January 21 - 25, 2004",4500000.0,,6997.0,71.0,,2004-01-21,2004-01-25,0.0,,
150,FBR Open,"Jan 29 - February 1, 2004",5200000.0,"Scottsdale, AZ",,71.0,TPC Scottsdale (Stadium Course),2004-01-29,2004-02-01,0.0,33.4942189,-111.926018
151,AT&T Pebble Beach National Pro-Am,"February 5 - 8, 2004",5300000.0,,6822.0,72.0,,2004-02-05,2004-02-08,0.0,,
152,Buick Invitational,"February 12 - 15, 2004",4800000.0,,,72.0,,2004-02-12,2004-02-15,0.0,,
153,Sony Open in Hawaii,"January 15 - 18, 2004",4800000.0,"Honolulu, HI",7044.0,70.0,Waialae Country Club,2004-01-15,2004-01-18,0.0,21.304547,-157.855676
154,Nissan Open,"February 19 - 22, 2004",4800000.0,"Pacific Palisades, CA",,71.0,Riviera Country Club,2004-02-19,2004-02-22,0.0,34.0480643,-118.5264706
155,Ford Championship at Doral,"March 4 - 7, 2004",5000000.0,"Doral, FL",,72.0,Trump National Doral Golf Course,2004-03-04,2004-03-07,0.0,25.8195424,-80.3553302
156,The Honda Classic,"March 11 - 14, 2004",5000000.0,"Palm Beach Gardens, FL",7416.0,72.0,The Country Club at Mirasol Sunrise,2004-03-11,2004-03-14,0.0,26.8233946,-80.1386547
157,Bay Hill Invitational Presented by MasterCard,"March 18 - 21, 2004",5000000.0,"Orlando, FL",,72.0,Arnold Palmer's Bay Hill Club & Lodge,2004-03-18,2004-03-21,0.0,28.5421109,-81.3790304
158,HP Classic of New Orleans,"Apr 29 - May 2, 2004",5100000.0,"New Orleans, LA",7078.0,72.0,English Turn,2004-04-29,2004-05-02,0.0,29.9759983,-90.0782127
159,THE PLAYERS Championship,"March 25 - 28, 2004",8000000.0,"Ponte Vedra Beach, FL",,72.0,TPC Sawgrass (THE PLAYERS Stadium Course),2004-03-25,2004-03-28,0.0,30.2274645,-81.3800824
160,BellSouth Classic,"April 1 - 4, 2004",4500000.0,"Duluth, GA",7311.0,72.0,TPC Sugarloaf,2004-04-01,2004-04-04,0.0,34.0028569,-84.1441046
161,The Masters,"April 8 - 11, 2004",6000000.0,"Augusta, GA",,72.0,Augusta National Golf Club,2004-04-08,2004-04-11,1.0,33.4709714,-81.9748429
162,MCI Heritage,"April 15 - 18, 2004",4800000.0,"Hilton Head Island, SC",,71.0,Harbour Town Golf Links,2004-04-15,2004-04-18,0.0,32.1618488,-80.7512616
163,Chrysler Classic of Greensboro,"October 14 - 17, 2004",4600000.0,"Greensboro, NC",7311.0,72.0,Forest Oaks,2004-10-14,2004-10-17,0.0,36.0726355,-79.7919754
164,Shell Houston Open,"April 22 - 25, 2004",5000000.0,,,72.0,,2004-04-22,2004-04-25,0.0,,
165,EDS Byron Nelson Championship,"May 13 - 16, 2004",5800000.0,,6847.0,70.0,,2004-05-13,2004-05-16,0.0,,
166,Bank of America Colonial,"May 20 - 23, 2004",5300000.0,"Fort Worth, TX",,70.0,Colonial Country Club,2004-05-20,2004-05-23,0.0,32.753177,-97.3327459
167,Booz Allen Classic,"June 24 - 27, 2004",4800000.0,"Potomac, MD",7005.0,71.0,TPC Potomac at Avenel Farm,2004-06-24,2004-06-27,0.0,39.0180508,-77.1956331355745
168,the Memorial Tournament,"June 3 - 6, 2004",5250000.0,"Dublin, OH",,72.0,Muirfield Village Golf Club,2004-06-03,2004-06-06,0.0,40.0996009,-83.1135563
169,Buick Classic,"June 10 - 13, 2004",5250000.0,"Harrison, NY",6839.0,71.0,Westchester CC,2004-06-10,2004-06-13,0.0,40.9689871,-73.71263
170,U.S. Open,"June 17 - 20, 2004",6250000.0,,,70.0,,2004-06-17,2004-06-20,1.0,,
171,FedEx St. Jude Classic,"May 27 - 30, 2004",4700000.0,"Memphis, TN",,71.0,TPC Southwind,2004-05-27,2004-05-30,0.0,35.1460249,-90.0517638
172,Buick Championship,"August 26 - 29, 2004",4200000.0,"Cromwell, CT",,70.0,TPC River Highlands,2004-08-26,2004-08-29,0.0,41.5949942,-72.6455665
173,Cialis Western Open,"July 1 - 4, 2004",4800000.0,"Lemont, IL",,72.0,Cog Hill G&CC,2004-07-01,2004-07-04,0.0,41.6737149,-88.0016263
174,British Open Championship,"July 15 - 18, 2004",7154642.0,,,71.0,,2004-07-15,2004-07-18,0.0,,
175,Southern Farm Bureau Classic,"Sep 30 - October 3, 2004",3000000.0,"Madison, MS",,72.0,Annandale GC,2004-09-30,2004-10-03,0.0,32.6308318,-90.0040817
176,Buick Open,"Jul 29 - August 1, 2004",4500000.0,"Grand Blanc, MI",,72.0,Warwick Hills Golf & Country Club,2004-07-29,2004-08-01,0.0,42.9275277,-83.6299518
177,PGA Championship,"August 12 - 15, 2004",6250000.0,,,72.0,,2004-08-12,2004-08-15,1.0,,
178,The INTERNATIONAL,"August 5 - 8, 2004",5000000.0,"Castle Rock, CO",7619.0,72.0,Castle Pines,2004-08-05,2004-08-08,0.0,39.3722552,-104.858682
179,WGC-NEC Invitational,"August 19 - 22, 2004",7000000.0,,7360.0,70.0,,2004-08-19,2004-08-22,0.0,,
180,U.S. Bank Championship in Milwaukee,"July 22 - 25, 2004",3500000.0,"Milwaukee, WI",,70.0,Brown Deer Park GC,2004-07-22,2004-07-25,0.0,43.0386475,-87.9090751
181,Bell Canadian Open,"September 9 - 12, 2004",4500000.0,"Oakville, ON",,71.0,Glen Abbey GC,2004-09-09,2004-09-12,0.0,43.447436,-79.666672
182,John Deere Classic,"July 8 - 11, 2004",3800000.0,"Silvis, IL",,71.0,TPC Deere Run,2004-07-08,2004-07-11,0.0,41.5122561,-90.4151301
183,B.C. Open,"July 15 - 18, 2004",3000000.0,"Endicott, NY",6974.0,72.0,En Joie GC,2004-07-15,2004-07-18,0.0,42.098408,-76.0493684
184,Valero Texas Open,"September 16 - 19, 2004",3500000.0,"San Antonio, TX",,70.0,LaCantera GC,2004-09-16,2004-09-19,0.0,29.4246002,-98.4951405
185,FUNAI Classic at the WALT DISNEY WORLD Resort,"October 21 - 24, 2004",4200000.0,,,72.0,,2004-10-21,2004-10-24,0.0,,
186,THE TOUR Championship presented by Coca-Cola,"November 4 - 7, 2004",6000000.0,"Atlanta, GA",,70.0,East Lake Golf Club,2004-11-04,2004-11-07,0.0,33.7489924,-84.3902644
187,84 LUMBER Classic,"September 23 - 26, 2004",4200000.0,"Farmington, PA",7516.0,72.0,Nemacolin Mystic Rock Course,2004-09-23,2004-09-26,0.0,39.8071471,-79.5655338
188,Chrysler Championship,"October 28 - 31, 2004",5000000.0,"Palm Harbor, FL",,71.0,Innisbrook Resort (Copperhead Course),2004-10-28,2004-10-31,0.0,28.0856815,-82.75690699742961
189,WGC-Accenture Match Play Championship,"February 25 - 29, 2004",7000000.0,"Carlsbad, CA",7247.0,72.0,La Costa South Course,2004-02-25,2004-02-29,0.0,33.1580933,-117.3505966
190,Reno-Tahoe Open,"August 19 - 22, 2004",3000000.0,,7472.0,72.0,,2004-08-19,2004-08-22,0.0,,
191,WGC-American Express Championship,"Sep 30 - October 3, 2004",7000000.0,Kilkenny,7256.0,72.0,Mount Juliet,2004-09-30,2004-10-03,0.0,52.6506255,-7.2514438
192,Wachovia Championship,"May 6 - 9, 2004",5600000.0,"Charlotte, NC",,72.0,Quail Hollow Club,2004-05-06,2004-05-09,0.0,35.2272086,-80.8430827
193,Deutsche Bank Championship,"September 3 - 6, 2004",5000000.0,"Norton, MA",,71.0,TPC Boston,2004-09-03,2004-09-06,0.0,41.9667666,-71.1869939
194,Michelin Championship at Las Vegas,"October 7 - 10, 2004",4000000.0,,7063.0,71.0,,2004-10-07,2004-10-10,0.0,,
195,Ryder Cup,"September 17 - 19, 2004",,,,,,2004-09-17,2004-09-19,0.0,,
196,Mercedes Championships,"January 6 - 9, 2005",5300000.0,"Kapalua, HI",7411.0,73.0,Kapalua Resort (Plantation Course),2005-01-06,2005-01-09,0.0,20.99490395,-156.6562339558182
197,Chrysler Classic of Tucson,"February 24 - 27, 2005",3000000.0,"Tucson, AZ",7213.0,72.0,Omni Tucson National Golf Resort and Spa,2005-02-24,2005-02-27,0.0,32.2228765,-110.974847
198,Bob Hope Chrysler Classic,"January 26 - 30, 2005",4700000.0,,6478.0,72.0,,2005-01-26,2005-01-30,0.0,,
199,FBR Open,"February 3 - 6, 2005",5200000.0,"Scottsdale, AZ",,71.0,TPC Scottsdale (Stadium Course),2005-02-03,2005-02-06,0.0,33.4942189,-111.926018
200,AT&T Pebble Beach National Pro-Am,"February 10 - 13, 2005",5300000.0,,6822.0,72.0,,2005-02-10,2005-02-13,0.0,,
201,Buick Invitational,"January 20 - 23, 2005",4800000.0,,,72.0,,2005-01-20,2005-01-23,0.0,,
202,Sony Open in Hawaii,"January 13 - 16, 2005",4800000.0,"Honolulu, HI",7044.0,70.0,Waialae Country Club,2005-01-13,2005-01-16,0.0,21.304547,-157.855676
